id,startAnimationId,animationId,animationKitId,headEffect,chestEffect,baseEffect,leftHandEffect,rightHandEffect,breathEffect,leftWeaponEffect,rightWeaponEffect,specialEffect_1,specialEffect_2,specialEffect_3,worldEffect,soundId,shakeId,characterProc_1,characterProc_2,characterProc_3,characterProc_4,paramZero_1,paramZero_2,paramZero_3,paramZero_4,paramOne_1,paramOne_2,paramOne_3,paramOne_4,paramTwo_1,paramTwo_2,paramTwo_3,paramTwo_4,flags
45,0,51,-1,59,61,-1,63,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,53,-1,58,62,64,64,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,53,-1,-1,-1,64,64,-1,-1,-1,-1,-1,675,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,-1,66,24,25,-1,-1,-1,-1,-1,-1,-1,15,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1,-1,68,24,25,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,51,-1,-1,65,55,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,53,-1,-1,-1,30,30,-1,-1,-1,-1,-1,676,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,51,-1,-1,211,119,119,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,26,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,-1,-1,-1,229,-1,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,-1,-1,1322,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,3229,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,-1,-1,-1,76,-1,-1,-1,-1,-1,-1,-1,24,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,-1,-1,154,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,53,-1,-1,67,-1,-1,-1,-1,-1,-1,-1,21,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,52,-1,-1,-1,287,287,-1,-1,-1,-1,-1,702,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,54,-1,-1,-1,288,288,-1,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,-1,-1,-1,173,-1,-1,-1,-1,-1,-1,-1,33,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,-1,-1,-1,79,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1104,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,54,-1,-1,-1,73,73,-1,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,2579,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,57,-1,-1,-1,153,153,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,-1,-1,214,-1,-1,-1,-1,-1,-1,-1,-1,22,0,13,-1,-1,-1,1251923936,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
69,2,10,-1,-1,285,287,287,-1,-1,-1,-1,-1,4474,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,-1,-1,-1,279,-1,-1,-1,-1,-1,-1,-1,37,0,-1,-1,-1,-1,1266679552,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0
71,0,51,-1,-1,-1,-1,-1,96,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,53,-1,-1,-1,293,293,-1,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,1065353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,-1,54,-1,284,-1,-1,-1,-1,-1,-1,-1,1502,0,-1,-1,-1,-1,1258992895,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
74,0,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,55,2022,-1,-1,-1,-1,-1,-1,-1,-1,-1,3660,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,38,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,-1,-1,467,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2,-1,66,24,25,-1,-1,-1,-1,-1,-1,-1,15,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,52,-1,-1,-1,94,94,-1,-1,-1,-1,-1,702,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,-1,337,-1,-1,-1,-1,-1,-1,-1,-1,-1,4120,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,-1,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,49,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,1,10,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,42,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,50,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,-1,-1,97,462,-1,-1,-1,-1,-1,-1,-1,2617,0,-1,-1,-1,-1,1251216614,0,0,0,0.800000011920929,0,0,0,0.10000000149011612,0,0,0,0.800000011920929,0,0,0
88,0,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,-1,-1,104,92,-1,-1,-1,-1,-1,-1,-1,46,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,-1,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,50,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,54,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,32,-1,-1,-1,293,293,-1,-1,-1,-1,2986,3090,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,53,-1,-1,-1,119,119,-1,-1,-1,-1,-1,44,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,52,-1,-1,-1,135,135,-1,-1,-1,-1,-1,740,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,54,-1,-1,-1,135,135,-1,-1,-1,-1,-1,44,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,1,-1,-1,142,-1,-1,-1,-1,-1,-1,-1,-1,44,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,-1,-1,-1,248,-1,-1,-1,-1,-1,-1,-1,1433,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,52,-1,-1,-1,135,135,-1,-1,-1,-1,-1,900062,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,52,-1,-1,-1,146,146,-1,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,-1,-1,-1,147,-1,-1,-1,-1,-1,-1,-1,1482,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,52,-1,-1,53,63,63,-1,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,54,-1,59,60,64,64,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,52,-1,-1,-1,63,63,-1,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,54,-1,-1,60,64,64,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,52,-1,-1,-1,206,206,-1,-1,-1,-1,-1,1136,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,54,-1,-1,-1,64,64,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2,-1,-1,-1,-1,94,94,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,1065353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,52,-1,-1,95,152,152,-1,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,74,-1,-1,-1,102,102,-1,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,2,-1,-1,-1,-1,94,94,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,1069547520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,-1,-1,-1,91,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,-1,-1,142,140,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,51,-1,-1,-1,17,17,-1,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,743,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,57,-1,-1,-1,153,153,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,1,-1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,743,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,53,-1,-1,-1,17,17,-1,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,53,-1,-1,-1,135,135,-1,-1,-1,-1,-1,2562,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,52,-1,-1,-1,156,156,-1,-1,-1,-1,-1,26,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1,9,-1,129,-1,-1,-1,-1,-1,-1,-1,-1,1270,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1,-1,-1,-1,155,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,1,-1,-1,281,74,-1,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,51,-1,-1,-1,88,88,-1,-1,-1,-1,-1,3087,0,-1,-1,-1,-1,1065353216,0,0,0,0.05000000074505806,0,0,0,0,0,0,0,0,0,0,0
125,2,-1,54,-1,254,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,-1,-1,-1,158,-1,-1,-1,-1,-1,-1,-1,3073,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,-1,-1,-1,159,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,-1,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,933,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,-1,-1,161,-1,-1,-1,-1,-1,-1,-1,-1,938,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,-1,-1,367,-1,-1,-1,-1,-1,-1,-1,-1,3325,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,52,-1,-1,-1,272,272,-1,-1,-1,-1,-1,27,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,54,-1,-1,-1,272,272,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,10,-1,381,-1,-1,-1,-1,-1,-1,-1,-1,7674,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,53,-1,-1,-1,45,45,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0,51,-1,-1,46,45,45,-1,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,2,-1,-1,-1,168,-1,-1,-1,-1,-1,-1,-1,1012,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,52,-1,-1,103,170,170,-1,-1,-1,-1,-1,900182,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,54,-1,-1,169,170,170,-1,-1,-1,-1,-1,2560,3,-1,-1,-1,-1,1084227584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,-1,-1,-1,168,-1,-1,-1,-1,-1,-1,-1,1012,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,-1,-1,-1,180,135,135,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,0,-1,-1,-1,180,135,135,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,-1,-1,181,182,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,51,-1,-1,-1,44,44,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,51,-1,-1,-1,45,45,-1,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1507,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,-1,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,-1,-1,-1,191,-1,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,-1,-1,-1,192,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,-1,-1,-1,193,-1,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,-1,-1,-1,194,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1,-1,-1,-1,195,-1,-1,-1,-1,-1,-1,-1,3460,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,1,-1,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,1,-1,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,1430,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,-1,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,53,-1,-1,-1,44,44,-1,-1,-1,-1,-1,676,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,-1,-1,-1,198,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,-1,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,908830,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,0,54,-1,-1,282,-1,-1,-1,-1,-1,-1,-1,3076,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1147,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
