id,soundType,name,file_1,file_2,file_3,file_4,file_5,file_6,file_7,file_8,file_9,file_10,freq_1,freq_2,freq_3,freq_4,freq_5,freq_6,freq_7,freq_8,freq_9,freq_10,directoryBase,flags,distanceMin,distanceMax,distanceCutoff,soundEntriesAdvancedId
134,4,"Sword2H_ArmorPlateCritical","2H_Sword_CritHit_Armor_Plate_01.ogg","2H_Sword_CritHit_Armor_Plate_02.ogg","2H_Sword_CritHit_Armor_Plate_03.ogg","2H_Sword_CritHit_Armor_Plate_04.ogg","2H_Sword_CritHit_Armor_Plate_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
135,4,"Sword2H_ShieldMetal","2H_Sword_Hit_Shield_Metal_01.ogg","2H_Sword_Hit_Shield_Metal_02.ogg","2H_Sword_Hit_Shield_Metal_03.ogg","2H_Sword_Hit_Shield_Metal_04.ogg","2H_Sword_Hit_Shield_Metal_05.ogg","2H_Sword_Hit_Shield_Metal_06.ogg","2H_Sword_Hit_Shield_Metal_07.ogg","2H_Sword_Hit_Shield_Metal_08.ogg","2H_Sword_Hit_Shield_Metal_09.ogg","2H_Sword_Hit_Shield_Metal_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
136,4,"Sword2H_ShieldMetalCtitical","2H_Sword_CritHit_Shield_Metal_01.ogg","2H_Sword_CritHit_Shield_Metal_02.ogg","2H_Sword_CritHit_Shield_Metal_03.ogg","2H_Sword_CritHit_Shield_Metal_04.ogg","2H_Sword_CritHit_Shield_Metal_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
137,4,"Sword2H_ShieldWood","2H_Sword_Hit_Shield_Wood_01.ogg","2H_Sword_Hit_Shield_Wood_02.ogg","2H_Sword_Hit_Shield_Wood_03.ogg","2H_Sword_Hit_Shield_Wood_04.ogg","2H_Sword_Hit_Shield_Wood_05.ogg","2H_Sword_Hit_Shield_Wood_06.ogg","2H_Sword_Hit_Shield_Wood_07.ogg","2H_Sword_Hit_Shield_Wood_08.ogg","2H_Sword_Hit_Shield_Wood_09.ogg","2H_Sword_Hit_Shield_Wood_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
138,4,"Sword2H_ShieldWoodCritical","2H_Sword_CritHit_Shield_Wood_01.ogg","2H_Sword_CritHit_Shield_Wood_02.ogg","2H_Sword_CritHit_Shield_Wood_03.ogg","2H_Sword_CritHit_Shield_Wood_04.ogg","2H_Sword_CritHit_Shield_Wood_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
139,4,"Sword2H_WeaponMetal","2H_Sword_Hit_Parry_Metal_01.ogg","2H_Sword_Hit_Parry_Metal_02.ogg","2H_Sword_Hit_Parry_Metal_03.ogg","2H_Sword_Hit_Parry_Metal_04.ogg","2H_Sword_Hit_Parry_Metal_05.ogg","2H_Sword_Hit_Parry_Metal_06.ogg","2H_Sword_Hit_Parry_Metal_07.ogg","2H_Sword_Hit_Parry_Metal_08.ogg","2H_Sword_Hit_Parry_Metal_09.ogg","2H_Sword_Hit_Parry_Metal_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
140,4,"Sword2H_WeaponMetalCtitical","2H_Sword_CritHit_ParryMetal_01.ogg","2H_Sword_CritHit_ParryMetal_02.ogg","2H_Sword_CritHit_ParryMetal_03.ogg","2H_Sword_CritHit_ParryMetal_04.ogg","2H_Sword_CritHit_ParryMetal_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
141,4,"Sword2H_WeaponWood","2H_Sword_Hit_Parry_Wood_01.ogg","2H_Sword_Hit_Parry_Wood_02.ogg","2H_Sword_Hit_Parry_Wood_03.ogg","2H_Sword_Hit_Parry_Wood_04.ogg","2H_Sword_Hit_Parry_Wood_05.ogg","2H_Sword_Hit_Parry_Wood_06.ogg","2H_Sword_Hit_Parry_Wood_07.ogg","2H_Sword_Hit_Parry_Wood_08.ogg","2H_Sword_Hit_Parry_Wood_09.ogg","2H_Sword_Hit_Parry_Wood_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
142,4,"Sword2H_WeaponWoodCtitical","2H_Sword_CritHit_ParryWood_01.ogg","2H_Sword_CritHit_ParryWood_02.ogg","2H_Sword_CritHit_ParryWood_03.ogg","2H_Sword_CritHit_ParryWood_04.ogg","2H_Sword_CritHit_ParryWood_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword2H",1056964608,0,8,45,2
143,4,"Sword1H_ArmorFlesh","1H_Sword_Hit_Flesh_01.ogg","1H_Sword_Hit_Flesh_02.ogg","1H_Sword_Hit_Flesh_03.ogg","1H_Sword_Hit_Flesh_04.ogg","1H_Sword_Hit_Flesh_05.ogg","1H_Sword_Hit_Flesh_06.ogg","1H_Sword_Hit_Flesh_07.ogg","1H_Sword_Hit_Flesh_08.ogg","1H_Sword_Hit_Flesh_09.ogg","1H_Sword_Hit_Flesh_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
144,4,"Sword1H_ArmorFleshCritical","1H_Sword_CritHit_Flesh_01.ogg","1H_Sword_CritHit_Flesh_02.ogg","1H_Sword_CritHit_Flesh_03.ogg","1H_Sword_CritHit_Flesh_04.ogg","1H_Sword_CritHit_Flesh_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
145,4,"Sword1H_ArmorChain","1H_Sword_Hit_Armor_Chain_01.ogg","1H_Sword_Hit_Armor_Chain_02.ogg","1H_Sword_Hit_Armor_Chain_03.ogg","1H_Sword_Hit_Armor_Chain_04.ogg","1H_Sword_Hit_Armor_Chain_05.ogg","1H_Sword_Hit_Armor_Chain_06.ogg","1H_Sword_Hit_Armor_Chain_07.ogg","1H_Sword_Hit_Armor_Chain_08.ogg","1H_Sword_Hit_Armor_Chain_09.ogg","1H_Sword_Hit_Armor_Chain_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
146,4,"Sword1H_ArmorChainCritical","1H_Sword_CritHit_Armor_Chain_01.ogg","1H_Sword_CritHit_Armor_Chain_02.ogg","1H_Sword_CritHit_Armor_Chain_03.ogg","1H_Sword_CritHit_Armor_Chain_04.ogg","1H_Sword_CritHit_Armor_Chain_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
147,4,"Sword1H_ArmorPlate","1H_Sword_Hit_Armor_Plate_01.ogg","1H_Sword_Hit_Armor_Plate_02.ogg","1H_Sword_Hit_Armor_Plate_03.ogg","1H_Sword_Hit_Armor_Plate_04.ogg","1H_Sword_Hit_Armor_Plate_05.ogg","1H_Sword_Hit_Armor_Plate_06.ogg","1H_Sword_Hit_Armor_Plate_07.ogg","1H_Sword_Hit_Armor_Plate_08.ogg","1H_Sword_Hit_Armor_Plate_09.ogg","1H_Sword_Hit_Armor_Plate_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
148,4,"Sword1H_ArmorPlateCritical","1H_Sword_CritHit_Armor_Plate_01.ogg","1H_Sword_CritHit_Armor_Plate_02.ogg","1H_Sword_CritHit_Armor_Plate_03.ogg","1H_Sword_CritHit_Armor_Plate_04.ogg","1H_Sword_CritHit_Armor_Plate_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
149,4,"Sword1H_ShieldMetal","1H_Sword_Hit_Shield_Metal_01.ogg","1H_Sword_Hit_Shield_Metal_02.ogg","1H_Sword_Hit_Shield_Metal_03.ogg","1H_Sword_Hit_Shield_Metal_04.ogg","1H_Sword_Hit_Shield_Metal_05.ogg","1H_Sword_Hit_Shield_Metal_06.ogg","1H_Sword_Hit_Shield_Metal_07.ogg","1H_Sword_Hit_Shield_Metal_08.ogg","1H_Sword_Hit_Shield_Metal_09.ogg","1H_Sword_Hit_Shield_Metal_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
150,4,"Sword1H_ShieldMetalCtitical","1H_Sword_CritHit_Shield_Metal_01.ogg","1H_Sword_CritHit_Shield_Metal_02.ogg","1H_Sword_CritHit_Shield_Metal_03.ogg","1H_Sword_CritHit_Shield_Metal_04.ogg","1H_Sword_CritHit_Shield_Metal_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
151,4,"Sword1H_ShieldWood","1H_Sword_Hit_Shield_Wood_01.ogg","1H_Sword_Hit_Shield_Wood_02.ogg","1H_Sword_Hit_Shield_Wood_03.ogg","1H_Sword_Hit_Shield_Wood_04.ogg","1H_Sword_Hit_Shield_Wood_05.ogg","1H_Sword_Hit_Shield_Wood_06.ogg","1H_Sword_Hit_Shield_Wood_07.ogg","1H_Sword_Hit_Shield_Wood_08.ogg","1H_Sword_Hit_Shield_Wood_09.ogg","1H_Sword_Hit_Shield_Wood_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
152,4,"Sword1H_ShieldWoodCritical","1H_Sword_CritHit_Shield_Wood_01.ogg","1H_Sword_CritHit_Shield_Wood_02.ogg","1H_Sword_CritHit_Shield_Wood_03.ogg","1H_Sword_CritHit_Shield_Wood_04.ogg","1H_Sword_CritHit_Shield_Wood_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
153,4,"Sword1H_WeaponMetal","1H_Sword_Hit_Metal_Parry_01.ogg","1H_Sword_Hit_Metal_Parry_02.ogg","1H_Sword_Hit_Metal_Parry_03.ogg","1H_Sword_Hit_Metal_Parry_04.ogg","1H_Sword_Hit_Metal_Parry_05.ogg","1H_Sword_Hit_Metal_Parry_06.ogg","1H_Sword_Hit_Metal_Parry_07.ogg","1H_Sword_Hit_Metal_Parry_08.ogg","1H_Sword_Hit_Metal_Parry_09.ogg","1H_Sword_Hit_Metal_Parry_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
154,4,"Sword1H_WeaponMetalCtitical","1H_Sword_CritHit_Metal_Parry_01.ogg","1H_Sword_CritHit_Metal_Parry_02.ogg","1H_Sword_CritHit_Metal_Parry_03.ogg","1H_Sword_CritHit_Metal_Parry_04.ogg","1H_Sword_CritHit_Metal_Parry_05.ogg","","","","","",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
155,4,"Sword1H_WeaponWood","1H_Sword_Hit_Wood_Parry_01.ogg","1H_Sword_Hit_Wood_Parry_02.ogg","1H_Sword_Hit_Wood_Parry_03.ogg","1H_Sword_Hit_Wood_Parry_04.ogg","1H_Sword_Hit_Wood_Parry_05.ogg","1H_Sword_Hit_Wood_Parry_06.ogg","1H_Sword_Hit_Wood_Parry_07.ogg","1H_Sword_Hit_Wood_Parry_08.ogg","1H_Sword_Hit_Wood_Parry_09.ogg","1H_Sword_Hit_Wood_Parry_10.ogg",1,1,1,1,1,1,1,1,1,1,"Sound\Item\Weapons\Sword1H",1056964608,0,8,45,2
