id,modelId,soundId,extendedDisplayInfoId,modelScale,modelAlpha,textureVariant_1,textureVariant_2,textureVariant_3,sizeClass,bloodId,npcSoundId
149,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin","","",1,0,0
150,25,0,0,1,3.5733110840282835e-43,"KeeperOfTheGroveSkin","KeeperLeaves2","keeperofthegrove2_belt",1,0,0
151,28,0,0,1,3.5733110840282835e-43,"LavaSpiderSkin","","",1,0,0
152,29,0,0,1,3.5733110840282835e-43,"LostOne_Skin","LostOne_Skullbag","Yellow_Glow2",-1,0,0
157,36,0,0,1,3.5733110840282835e-43,"AurokkSkin","","",1,0,0
158,70,0,0,1,3.5733110840282835e-43,"SkeletonSkin","","",1,0,0
159,37,0,0,1,3.5733110840282835e-43,"SuccubusNewSkinMagenta","SuccubusSkinWingMagenta","SuccubusHairMagenta",1,0,0
160,41,0,0,1,3.5733110840282835e-43,"TroglodyteSkinNormal","","",1,0,0
161,43,0,0,1,3.5733110840282835e-43,"WolfSkinCoyote","WolfSkinCoyoteAlpha","",1,0,0
162,93,0,0,1,3.5733110840282835e-43,"HumanFemaleMerchant01_RedApron","","",1,0,0
163,26,26,0,1,3.5733110840282835e-43,"koboldskinAlbino","kobold2_hat01","",0,0,0
164,126,0,0,1,3.5733110840282835e-43,"HumanMaleGuard","","",1,0,0
165,43,0,0,1,3.5733110840282835e-43,"WolfSkinTimber","WolfSkinTimberAlpha","",1,0,0
166,105,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorMediumSkinDark","","",1,0,0
167,42,0,0,1,3.5733110840282835e-43,"TrollSkin","","",1,0,0
168,2,0,0,1,3.5733110840282835e-43,"BogBeastSkinGreen","BogBeastSkinGreenAlpha","",1,0,0
169,24,0,0,1,3.5733110840282835e-43,"InfernalSkin","infernal_fx1","",1,0,0
170,35,0,0,2,3.5733110840282835e-43,"SeaGiantSkin01","SeaGiantSkin02","",-1,0,0
171,69,0,0,1,3.5733110840282835e-43,"RockElementalSkinBrown","","",1,0,0
172,3,0,0,1,3.5733110840282835e-43,"CentaurSkin","","",1,0,0
173,107,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorLight_Skin01","","",1,0,0
174,10,0,0,1.100000023841858,3.5733110840282835e-43,"RiverPawGnollWhelpSkin","","",1,0,0
175,123,0,0,1,3.5733110840282835e-43,"RiverPawGnollFighterSkin","","",1,0,0
176,50,0,469,1,3.5733110840282835e-43,"HumanFemaleWarriorLight_Skin01","","",1,0,0
177,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinBronze","DragonSpawnBodySkinBronze","",-1,0,0
178,38,0,0,1,3.5733110840282835e-43,"TallStriderSkinBrown","","",1,0,0
179,27,0,0,1,3.5733110840282835e-43,"KotoBeastSkinBrown","","",3,0,0
180,34,0,0,0.6000000238418579,3.5733110840282835e-43,"RaptorSkinOrange","","",1,0,0
181,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","",-1,0,0
182,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinWhite","DragonSpawnBodySkinWhite","",-1,0,0
184,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin_var2","","",1,0,0
185,0,0,0,0,0,"","","",0,0,0
186,99,0,0,1,3.5733110840282835e-43,"HumanFemaleWarriorLight_Skin01","","",1,0,0
188,31,0,0,1.100000023841858,3.5733110840282835e-43,"SahauginskinBlue","","",1,0,0
190,108,0,0,1,3.5733110840282835e-43,"HumanMaleCaster_SkinPriest","","",1,0,0
191,19,0,0,1,3.5733110840282835e-43,"","","",1,0,0
193,66,0,0,1,3.5733110840282835e-43,"BoarSkinIvory","","",0,0,0
194,42,0,0,1,3.5733110840282835e-43,"TrollSkinGreen","","",1,0,0
195,42,0,0,1,3.5733110840282835e-43,"TrollSkinArcticFrostManeScout","","",1,0,0
196,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinBlue","DragonSpawnBodySkinBlue","",-1,0,0
197,125,0,0,1,3.5733110840282835e-43,"HumanMaleMarshalBlonde","","",1,0,0
198,108,0,0,1,3.5733110840282835e-43,"HumanMaleCaster_SkinMage","","",1,0,0
200,70,0,0,0.8500000238418579,3.5733110840282835e-43,"SkeletonSkinDarkTeal","","",1,0,0
201,70,0,0,1,3.5733110840282835e-43,"SkeletonSkinGreen","","",1,0,0
202,44,0,0,1,3.5733110840282835e-43,"WargenSkinBrown","","",1,0,0
203,44,0,0,1,3.5733110840282835e-43,"WargenSkinBlack","","",1,0,0
204,122,0,0,1,3.5733110840282835e-43,"RiverPawGnollCasterSkin","","",1,0,0
207,217,0,0,1.2000000476837158,3.5733110840282835e-43,"RidingDireWolfSkinDarkBlack","wolfdraenormountarmorshadow","",1,0,0
208,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin_var1","","",1,0,0
210,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin_var3","","",1,0,0
211,102,0,0,1,3.5733110840282835e-43,"HumanMaleFarmerSkin02","","",1,0,0
212,105,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorMediumSkinLight","","",1,0,0
213,97,0,0,1,3.5733110840282835e-43,"HumanFemalePeasant_BlueDress","","",1,0,0
214,102,0,0,1,3.5733110840282835e-43,"HumanMaleFarmerSkin01","","",1,0,0
215,94,0,0,1,3.5733110840282835e-43,"HumanFemaleFarmer_Browndress","","",1,0,0
218,22,0,0,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
221,79,0,0,1,3.5733110840282835e-43,"HumanMaleKidSkinOlive","","",1,0,0
224,100,0,0,1,3.5733110840282835e-43,"HumanFemaleWarriorMedium_SkinBronze","","",1,0,0
225,96,0,0,1,3.5733110840282835e-43,"HumanFemaleMerchant02","","",1,0,0
226,107,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorLight_Skin02","","",1,0,0
227,103,0,0,1,3.5733110840282835e-43,"HumanMaleMerchant03Skin1","","",1,0,0
228,96,0,0,1,3.5733110840282835e-43,"HumanFemaleMerchant01","","",1,0,0
229,65,0,0,1,3.5733110840282835e-43,"HorseSkinBrown","","",1,0,0
231,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin_var6","","",1,0,0
232,97,97,0,1,3.5733110840282835e-43,"HumanFemalePeasant_BlackDress","","",1,0,0
235,65,0,0,1,3.5733110840282835e-43,"HorseSkinEvil","","",1,0,0
236,65,0,0,1,3.5733110840282835e-43,"HorseSkinWhite","","",1,0,0
237,65,0,0,1,3.5733110840282835e-43,"HorseSkinPalamino","","",1,0,0
238,65,0,0,1,3.5733110840282835e-43,"HorseSkinPinto","","",1,0,0
239,65,0,0,1,3.5733110840282835e-43,"HorseSkinBlack","","",1,0,0
240,112,0,0,1,3.5733110840282835e-43,"BlackRockClanOrcWarriorSkin","","",1,0,0
242,101,0,0,1,3.5733110840282835e-43,"HumanMaleMerchant02Skin2","","",1,0,0
243,17,0,0,1,3.5733110840282835e-43,"HumanMaleBlacksmith","","",1,0,0
244,113,0,0,1,3.5733110840282835e-43,"BlackRockClanOrcRunnerSkin","","",1,0,0
245,76,0,0,1.25,3.5733110840282835e-43,"FrenzySkinBlue","","",-1,0,0
246,73,0,0,1,3.5733110840282835e-43,"DireWolfSkinDarkBlack","DireWolfSkinDarkBlackAlpha","",1,0,0
247,217,0,0,1.2000000476837158,3.5733110840282835e-43,"RidingDireWolfSkinBrown","wolfdraenormountarmorbrown","",1,0,0
251,79,0,0,1,3.5733110840282835e-43,"HumanMaleKidSkinPeach","","",1,0,0
252,80,0,0,1,3.5733110840282835e-43,"HumanFemaleKidfarmdress","","",1,0,0
257,80,0,0,1,3.5733110840282835e-43,"HumanFemaleKiddirtydress","","",1,0,0
258,109,0,0,1,3.5733110840282835e-43,"HumanFemaleCaster_SkinPriest","","",1,0,0
262,79,0,0,1,3.5733110840282835e-43,"HumanMaleKidSkinBrown","","",1,0,0
263,108,0,0,1.100000023841858,3.5733110840282835e-43,"HumanMaleCaster_SkinWarlock","","",1,0,0
267,101,0,0,1,3.5733110840282835e-43,"HumanMaleMerchant02Skin1","","",1,0,0
268,11,0,0,1,3.5733110840282835e-43,"GrellSkinBlanca","","",0,0,0
269,10,0,0,0.949999988079071,3.5733110840282835e-43,"RedRidgeGnollWhelpSkin","","",1,0,0
275,10,0,0,1,3.5733110840282835e-43,"ShadowHideGnollWhelpSkin","","",1,0,0
277,108,0,0,1,3.5733110840282835e-43,"HumanMaleCaster_DefiasMage","","",1,0,0
278,109,0,0,1,3.5733110840282835e-43,"HumanFemaleCaster_SkinWarlock","","",1,0,0
280,23,0,0,1,3.5733110840282835e-43,"","","",1,0,0
282,104,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorHeavy_Skin01","","",1,0,0
283,30,0,0,1,3.5733110840282835e-43,"MineSpiderSkinGreen","","",1,0,0
285,97,0,0,1,3.5733110840282835e-43,"HumanFemalePeasant_BrownDress","","",1,0,0
286,105,0,0,1,3.5733110840282835e-43,"HumanMaleWarriorMediumSkinLight","","",1,0,0
295,791,0,0,1,3.5733110840282835e-43,"WyvernSkin01","WyvernSkin02","",1,0,0
298,119,0,0,1,3.5733110840282835e-43,"TrollSkinJungleBloodScalpMelee","","",1,0,0
299,118,0,0,1,3.5733110840282835e-43,"TrollSkinJungleBloodScalpScout","","",1,0,0
300,16,0,0,1,3.5733110840282835e-43,"HumanThiefSkin_var5","","",1,0,0
301,74,0,0,1,3.5733110840282835e-43,"HumanMalePeasantskinblack","","",1,0,0
302,50,0,0,1,3.5733110840282835e-43,"HumanFemaleWarriorLight_Skin02","","",1,0,0
304,111,0,0,1,3.5733110840282835e-43,"ChickenSkin","","",0,0,0
308,74,0,0,1,3.5733110840282835e-43,"HumanMalePeasantLightSkin","","",-1,0,161
309,74,0,0,1,3.5733110840282835e-43,"HumanMalePeasantLightSkin","","",1,0,0
310,74,0,0,1,3.5733110840282835e-43,"HumanMalePeasantLightSkin","","",-1,0,161
312,53,0,23,1,3.5733110840282835e-43,"DwarfMaleWarriorLightSkin","","",1,0,0
314,116,0,0,1,3.5733110840282835e-43,"TrollSkinJungleBloodScalpCaster","","",1,0,0
316,119,0,0,1,3.5733110840282835e-43,"TrollSkinJungleSplitSkullMelee","","",1,0,0
317,116,0,0,1,3.5733110840282835e-43,"TrollSkinJungleSplitSkullCaster","","",1,0,0
320,82,0,0,1,3.5733110840282835e-43,"TigerSkinRed","","",1,0,0
321,82,0,0,1,3.5733110840282835e-43,"TigerSkinBlackStriped","","",1,0,0
322,34,0,0,1,3.5733110840282835e-43,"RaptorSkinMottledDarkGreen","","",1,0,0
326,33,0,0,1,3.5733110840282835e-43,"OgreSkinGray","OgreMageSkin2Blue","",3,0,0
327,93,0,0,1,3.5733110840282835e-43,"HumanFemaleMerchant01_NoApron","","",1,0,0
328,114,0,0,1,3.5733110840282835e-43,"RabbitSkin","","",0,0,0
330,98,0,0,1,3.5733110840282835e-43,"HumanFemaleWarriorHeavy_SkinLight","","",1,0,0
332,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinGreen","DragonSpawnBodySkinGreen","",-1,0,0
336,63,0,0,1,3.5733110840282835e-43,"TarantulaSkinGreen","BoneSpider_Slate_Glow","",1,0,0
337,118,0,0,1,3.5733110840282835e-43,"TrollSkinJungleSplitSkullScout","","",1,0,0
338,79,0,0,1,3.5733110840282835e-43,"HumanMaleKidSkinPeach","","",1,0,0
341,74,0,0,1,3.5733110840282835e-43,"HumanMalePeasantSkindark","","",1,0,0
342,132,0,0,1,3.5733110840282835e-43,"CrabSkinBronze","","",0,0,0
344,80,0,0,1,3.5733110840282835e-43,"HumanFemaleKidcitydress","","",1,0,0
346,31,0,0,1,3.5733110840282835e-43,"SahauginskinGray","","",1,0,0
347,124,0,0,1,3.5733110840282835e-43,"DeerSkin","","",1,0,0
348,130,0,0,1,3.5733110840282835e-43,"DreadLordSkin","DreadLordWingSkin","Dreadlord2_Skin_01_Glow",1,0,0
350,131,0,0,1,3.5733110840282835e-43,"GnomeSkin","","",1,0,44
351,127,0,0,1,3.5733110840282835e-43,"PirateCaptain01","","",1,0,0
352,182,0,15502,1,3.5733110840282835e-43,"","","",1,0,44
355,10,0,0,1,3.5733110840282835e-43,"MossHideGnollWhelpSkin","","",1,0,0
358,81,0,0,1,3.5733110840282835e-43,"SlimeSkinGreen","","",1,0,0
360,81,0,0,1,3.5733110840282835e-43,"SlimeSkinBlackpudding","","",1,0,0
363,47,0,0,1,3.5733110840282835e-43,"DragonSpawnSkinRed","DragonSpawnBodySkinRed","",-1,0,0
365,26,26,0,0.8500000238418579,3.5733110840282835e-43,"koboldskinNormal","kobold2_hat01","",0,0,0
366,63,0,0,0.550000011920929,3.5733110840282835e-43,"TarantulaSkinOrange","","",1,0,0
367,71,0,0,0.8500000238418579,3.5733110840282835e-43,"HarvestGolemSkinBrown","HarvestGolemBitsBrown","",-1,0,0
368,30,0,0,0.550000011920929,3.5733110840282835e-43,"MineSpiderSkinSteel","","",1,0,0
369,31,0,0,0.800000011920929,3.5733110840282835e-43,"Sahauginskin","","",1,0,0
370,70,0,0,1.2999999523162842,3.5733110840282835e-43,"SkeletonSkin","","",1,0,0
371,26,26,0,1.5,3.5733110840282835e-43,"koboldskinAlbino","kobold2_hat01","",-1,0,0
372,43,0,0,0.6499999761581421,3.5733110840282835e-43,"WolfSkinTimber","WolfSkinTimberAlpha","",1,0,0
373,26,26,0,1.149999976158142,3.5733110840282835e-43,"koboldskinNormal","kobold2_hat01","",-1,0,0
374,10,0,0,1,3.5733110840282835e-43,"RiverPawGnollWhelpSkin","","",-1,0,0
375,99,0,0,1,3.5733110840282835e-43,"HumanFemaleWarriorLight_Skin01","","",1,0,0
376,123,0,0,1.2999999523162842,3.5733110840282835e-43,"RiverPawGnollFighterSkin","","",-1,0,0
377,66,0,0,0.6000000238418579,3.5733110840282835e-43,"BoarSkinBrown","","",0,0,0
378,71,0,0,1.100000023841858,3.5733110840282835e-43,"HarvestGolemSkinGrey","HarvestGolemBitsGrey","",1,0,0
379,71,0,0,1.149999976158142,3.5733110840282835e-43,"HarvestGolemSkinBrown","HarvestGolemBitsBrown","",1,0,0
380,43,0,0,0.8500000238418579,3.5733110840282835e-43,"WolfSkinTimber","WolfSkinTimberAlpha","",1,0,0
381,66,0,0,0.75,3.5733110840282835e-43,"BoarSkinBlue","","",-1,0,0
382,63,0,0,0.4000000059604645,3.5733110840282835e-43,"TarantulaSkinOrange","","",1,0,0
383,10,0,0,1.149999976158142,3.5733110840282835e-43,"RiverPawGnollWhelpSkin","","",-1,0,0
384,123,0,0,1.149999976158142,3.5733110840282835e-43,"RiverPawGnollFighterSkin","","",1,0,0
385,31,0,0,0.8999999761581421,3.5733110840282835e-43,"Sahauginskin","","",1,0,0
386,31,0,0,1.75,3.5733110840282835e-43,"Sahauginskin","","",1,0,0
387,6,0,0,0.8500000238418579,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
388,61,0,0,1.2999999523162842,3.5733110840282835e-43,"CarrionBirdSkin","CarrionBirdWing","",-1,0,0
389,66,0,0,0.75,3.5733110840282835e-43,"BoarSkinIvory","","",-1,0,0
390,18,0,0,0.5,3.5733110840282835e-43,"","","",1,0,0
391,31,0,0,2,3.5733110840282835e-43,"SahauginskinBlue","","",1,0,0
397,6,0,0,1.5,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
399,6,0,0,2.25,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
400,6,0,0,1.75,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
410,61,0,0,0.8500000238418579,3.5733110840282835e-43,"CarrionBirdSkinBrown","CarrionBirdWingBrown","",-1,0,0
413,122,0,0,1.149999976158142,3.5733110840282835e-43,"RiverPawGnollCasterSkin","","",-1,0,0
414,45,0,0,1.2999999523162842,3.5733110840282835e-43,"GhoulSkinRed","","",-1,0,0
415,32,0,0,1,3.5733110840282835e-43,"OgreSkinYellow","","",3,0,0
416,32,0,0,1.600000023841858,3.5733110840282835e-43,"OgreSkinYellow","","",3,0,0
418,30,0,0,0.699999988079071,3.5733110840282835e-43,"MineSpiderSkinSteel","","",1,0,0
423,94,0,0,1,3.5733110840282835e-43,"HumanFemaleFarmer_Bluedress","","",1,0,0
424,94,0,0,1,3.5733110840282835e-43,"HumanFemaleFarmer_Greydress","","",1,0,0
425,94,0,0,0.75,3.5733110840282835e-43,"HumanFemaleFarmer_Bluedress","","",1,0,0
427,96,0,0,0.800000011920929,3.5733110840282835e-43,"HumanFemaleMerchant03","","",1,0,0
428,102,0,0,1,3.5733110840282835e-43,"HumanMaleFarmerSkin01","","",1,0,0
429,103,0,0,1,3.5733110840282835e-43,"HumanMaleMerchant03Skin2","","",1,0,0
430,102,0,0,1.149999976158142,3.5733110840282835e-43,"HumanMaleFarmerSkin02","","",1,0,0
433,68,0,0,0.5,3.5733110840282835e-43,"BalrogSkinRed","BalrogWingRed","",1,0,0
441,31,0,0,1,3.5733110840282835e-43,"Sahauginskin","","",1,0,0
447,43,0,0,0.4000000059604645,3.5733110840282835e-43,"WolfSkinTimber","WolfSkinTimberAlpha","",1,0,0
448,32,0,0,1.75,3.5733110840282835e-43,"OgreSkinGray","","",3,0,0
453,69,0,0,0.6000000238418579,3.5733110840282835e-43,"RockElementalSkinBrown","","",1,0,0
456,112,0,0,1.5,3.5733110840282835e-43,"BlackRockClanOrcWarriorSkin","","",1,0,0
457,6,0,0,2,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
459,107,0,0,1.2000000476837158,3.5733110840282835e-43,"HumanMaleWarriorLight_Skin01","","",1,0,0
467,78,0,0,1,3.5733110840282835e-43,"SatyrSkinPink","","",1,0,0
470,81,0,0,1,3.5733110840282835e-43,"SlimeSkinAquaBlue","","",1,0,0
471,82,0,0,1.5,3.5733110840282835e-43,"TigerSkinRed","","",1,0,0
473,84,0,0,1,3.5733110840282835e-43,"StoneGolemSkin","","",1,0,0
478,31,0,0,1.75,3.5733110840282835e-43,"SahauginskinGray","","",1,0,0
479,90,0,0,1,3.5733110840282835e-43,"HippogryphSkin01","HippogryphSkin02","",2,0,0
480,2,0,0,2,3.5733110840282835e-43,"BogBeastSkinBlackGreen","BogBeastSkinBlackGreenAlpha","",1,0,0
481,91,0,0,1,3.5733110840282835e-43,"SilithidTankSkinBlue","","",1,0,0
482,92,0,0,1,3.5733110840282835e-43,"SilithidFlyerSkinBlue","","",1,0,0
483,11,0,0,1,3.5733110840282835e-43,"GrellSkinBlanca","","",0,0,0
486,31,0,0,1.149999976158142,3.5733110840282835e-43,"SahauginskinBlue","","",1,0,0
487,10,0,0,1,3.5733110840282835e-43,"RedRidgeGnollWhelpSkin","","",-1,0,0
488,10,0,0,1.2999999523162842,3.5733110840282835e-43,"RedRidgeGnollWhelpSkin","","",-1,0,0
489,123,0,0,1,3.5733110840282835e-43,"RedRidgeGnollFighterSkin","","",-1,0,0
490,61,0,0,0.75,3.5733110840282835e-43,"CarrionBirdSkinRed","CarrionBirdWingRed","",0,0,0
491,122,0,0,1.149999976158142,3.5733110840282835e-43,"ShadowHideGnollCasterSkin","","",-1,0,0
492,122,0,0,1.149999976158142,3.5733110840282835e-43,"RedRidgeGnollCasterSkin","","",-1,0,0
493,123,0,0,1.2999999523162842,3.5733110840282835e-43,"ShadowHideGnollFighterSkin","","",1,0,0
494,10,0,0,1.2999999523162842,3.5733110840282835e-43,"ShadowHideGnollWhelpSkin","","",-1,0,0
495,112,0,0,1.2000000476837158,3.5733110840282835e-43,"BlackRockClanOrcWarriorSkin","","",1,0,0
496,112,0,0,1.100000023841858,3.5733110840282835e-43,"BlackRockClanOrcWarriorSkin","","",1,0,0
497,6,0,0,1,3.5733110840282835e-43,"DragonWhelpSkinBlack","","",-1,0,0
498,63,0,0,0.5,3.5733110840282835e-43,"TarantulaSkinOrange","","",1,0,0
499,66,0,0,1.100000023841858,3.5733110840282835e-43,"BoarSkinIvory","","",0,0,0
500,123,0,0,1.149999976158142,3.5733110840282835e-43,"RedRidgeGnollFighterSkin","","",1,0,0
501,123,0,0,1.5,3.5733110840282835e-43,"RiverPawGnollFighterSkin","","",-1,0,0
