id,raceId,sexId,baseSection,variationIndex,colorIndex,textureName_1,textureName_2,textureName_3,flags
30,1,0,1,1,1,"Character\Human\Male\HumanMaleFaceLower01_01.blp","Character\Human\Male\HumanMaleFaceUpper01_01.blp","",0
31,1,0,1,1,2,"Character\Human\Male\HumanMaleFaceLower01_02.blp","Character\Human\Male\HumanMaleFaceUpper01_02.blp","",0
32,1,0,1,1,3,"Character\Human\Male\HumanMaleFaceLower01_03.blp","Character\Human\Male\HumanMaleFaceUpper01_03.blp","",0
33,1,0,1,1,4,"Character\Human\Male\HumanMaleFaceLower01_04.blp","Character\Human\Male\HumanMaleFaceUpper01_04.blp","",0
34,1,0,1,1,5,"Character\Human\Male\HumanMaleFaceLower01_05.blp","Character\Human\Male\HumanMaleFaceUpper01_05.blp","",0
35,1,0,1,1,6,"Character\Human\Male\HumanMaleFaceLower01_06.blp","Character\Human\Male\HumanMaleFaceUpper01_06.blp","",0
36,1,0,1,1,7,"Character\Human\Male\HumanMaleFaceLower01_07.blp","Character\Human\Male\HumanMaleFaceUpper01_07.blp","",0
37,1,0,1,1,8,"Character\Human\Male\HumanMaleFaceLower01_08.blp","Character\Human\Male\HumanMaleFaceUpper01_08.blp","",0
38,1,0,1,1,9,"Character\Human\Male\HumanMaleFaceLower01_09.blp","Character\Human\Male\HumanMaleFaceUpper01_09.blp","",0
39,1,0,1,2,0,"Character\Human\Male\HumanMaleFaceLower02_00.blp","Character\Human\Male\HumanMaleFaceUpper02_00.blp","",0
40,1,0,1,2,1,"Character\Human\Male\HumanMaleFaceLower02_01.blp","Character\Human\Male\HumanMaleFaceUpper02_01.blp","",0
41,1,0,1,2,2,"Character\Human\Male\HumanMaleFaceLower02_02.blp","Character\Human\Male\HumanMaleFaceUpper02_02.blp","",0
42,1,0,1,2,3,"Character\Human\Male\HumanMaleFaceLower02_03.blp","Character\Human\Male\HumanMaleFaceUpper02_03.blp","",0
43,1,0,1,2,4,"Character\Human\Male\HumanMaleFaceLower02_04.blp","Character\Human\Male\HumanMaleFaceUpper02_04.blp","",0
44,1,0,1,2,5,"Character\Human\Male\HumanMaleFaceLower02_05.blp","Character\Human\Male\HumanMaleFaceUpper02_05.blp","",0
45,1,0,1,2,6,"Character\Human\Male\HumanMaleFaceLower02_06.blp","Character\Human\Male\HumanMaleFaceUpper02_06.blp","",0
46,1,0,1,2,7,"Character\Human\Male\HumanMaleFaceLower02_07.blp","Character\Human\Male\HumanMaleFaceUpper02_07.blp","",0
47,1,0,1,2,8,"Character\Human\Male\HumanMaleFaceLower02_08.blp","Character\Human\Male\HumanMaleFaceUpper02_08.blp","",0
48,1,0,1,2,9,"Character\Human\Male\HumanMaleFaceLower02_09.blp","Character\Human\Male\HumanMaleFaceUpper02_09.blp","",0
49,1,0,1,3,0,"Character\Human\Male\HumanMaleFaceLower03_00.blp","Character\Human\Male\HumanMaleFaceUpper03_00.blp","",0
50,1,0,1,3,1,"Character\Human\Male\HumanMaleFaceLower03_01.blp","Character\Human\Male\HumanMaleFaceUpper03_01.blp","",0
51,1,0,1,3,2,"Character\Human\Male\HumanMaleFaceLower03_02.blp","Character\Human\Male\HumanMaleFaceUpper03_02.blp","",0
52,1,0,1,3,3,"Character\Human\Male\HumanMaleFaceLower03_03.blp","Character\Human\Male\HumanMaleFaceUpper03_03.blp","",0
53,1,0,1,3,4,"Character\Human\Male\HumanMaleFaceLower03_04.blp","Character\Human\Male\HumanMaleFaceUpper03_04.blp","",0
54,1,0,1,3,5,"Character\Human\Male\HumanMaleFaceLower03_05.blp","Character\Human\Male\HumanMaleFaceUpper03_05.blp","",0
55,1,0,1,3,6,"Character\Human\Male\HumanMaleFaceLower03_06.blp","Character\Human\Male\HumanMaleFaceUpper03_06.blp","",0
56,1,0,1,3,7,"Character\Human\Male\HumanMaleFaceLower03_07.blp","Character\Human\Male\HumanMaleFaceUpper03_07.blp","",0
57,1,0,1,3,8,"Character\Human\Male\HumanMaleFaceLower03_08.blp","Character\Human\Male\HumanMaleFaceUpper03_08.blp","",0
58,1,0,1,3,9,"Character\Human\Male\HumanMaleFaceLower03_09.blp","Character\Human\Male\HumanMaleFaceUpper03_09.blp","",0
59,1,0,1,4,0,"Character\Human\Male\HumanMaleFaceLower04_00.blp","Character\Human\Male\HumanMaleFaceUpper04_00.blp","",0
60,1,0,1,4,1,"Character\Human\Male\HumanMaleFaceLower04_01.blp","Character\Human\Male\HumanMaleFaceUpper04_01.blp","",0
61,1,0,1,4,2,"Character\Human\Male\HumanMaleFaceLower04_02.blp","Character\Human\Male\HumanMaleFaceUpper04_02.blp","",0
62,1,0,1,4,3,"Character\Human\Male\HumanMaleFaceLower04_03.blp","Character\Human\Male\HumanMaleFaceUpper04_03.blp","",0
63,1,0,1,4,4,"Character\Human\Male\HumanMaleFaceLower04_04.blp","Character\Human\Male\HumanMaleFaceUpper04_04.blp","",0
64,1,0,1,4,5,"Character\Human\Male\HumanMaleFaceLower04_05.blp","Character\Human\Male\HumanMaleFaceUpper04_05.blp","",0
65,1,0,1,4,6,"Character\Human\Male\HumanMaleFaceLower04_06.blp","Character\Human\Male\HumanMaleFaceUpper04_06.blp","",0
66,1,0,1,4,7,"Character\Human\Male\HumanMaleFaceLower04_07.blp","Character\Human\Male\HumanMaleFaceUpper04_07.blp","",0
67,1,0,1,4,8,"Character\Human\Male\HumanMaleFaceLower04_08.blp","Character\Human\Male\HumanMaleFaceUpper04_08.blp","",0
68,1,0,1,4,9,"Character\Human\Male\HumanMaleFaceLower04_09.blp","Character\Human\Male\HumanMaleFaceUpper04_09.blp","",0
69,1,0,1,5,0,"Character\Human\Male\HumanMaleFaceLower05_00.blp","Character\Human\Male\HumanMaleFaceUpper05_00.blp","",0
70,1,0,1,5,1,"Character\Human\Male\HumanMaleFaceLower05_01.blp","Character\Human\Male\HumanMaleFaceUpper05_01.blp","",0
71,1,0,1,5,2,"Character\Human\Male\HumanMaleFaceLower05_02.blp","Character\Human\Male\HumanMaleFaceUpper05_02.blp","",0
72,1,0,1,5,3,"Character\Human\Male\HumanMaleFaceLower05_03.blp","Character\Human\Male\HumanMaleFaceUpper05_03.blp","",0
73,1,0,1,5,4,"Character\Human\Male\HumanMaleFaceLower05_04.blp","Character\Human\Male\HumanMaleFaceUpper05_04.blp","",0
74,1,0,1,5,5,"Character\Human\Male\HumanMaleFaceLower05_05.blp","Character\Human\Male\HumanMaleFaceUpper05_05.blp","",0
75,1,0,1,5,6,"Character\Human\Male\HumanMaleFaceLower05_06.blp","Character\Human\Male\HumanMaleFaceUpper05_06.blp","",0
76,1,0,1,5,7,"Character\Human\Male\HumanMaleFaceLower05_07.blp","Character\Human\Male\HumanMaleFaceUpper05_07.blp","",0
77,1,0,1,5,8,"Character\Human\Male\HumanMaleFaceLower05_08.blp","Character\Human\Male\HumanMaleFaceUpper05_08.blp","",0
78,1,0,1,5,9,"Character\Human\Male\HumanMaleFaceLower05_09.blp","Character\Human\Male\HumanMaleFaceUpper05_09.blp","",0
79,1,0,1,6,0,"Character\Human\Male\HumanMaleFaceLower06_00.blp","Character\Human\Male\HumanMaleFaceUpper06_00.blp","",0
80,1,0,1,6,1,"Character\Human\Male\HumanMaleFaceLower06_01.blp","Character\Human\Male\HumanMaleFaceUpper06_01.blp","",0
81,1,0,1,6,2,"Character\Human\Male\HumanMaleFaceLower06_02.blp","Character\Human\Male\HumanMaleFaceUpper06_02.blp","",0
82,1,0,1,6,3,"Character\Human\Male\HumanMaleFaceLower06_03.blp","Character\Human\Male\HumanMaleFaceUpper06_03.blp","",0
83,1,0,1,6,4,"Character\Human\Male\HumanMaleFaceLower06_04.blp","Character\Human\Male\HumanMaleFaceUpper06_04.blp","",0
84,1,0,1,6,5,"Character\Human\Male\HumanMaleFaceLower06_05.blp","Character\Human\Male\HumanMaleFaceUpper06_05.blp","",0
85,1,0,1,6,6,"Character\Human\Male\HumanMaleFaceLower06_06.blp","Character\Human\Male\HumanMaleFaceUpper06_06.blp","",0
86,1,0,1,6,7,"Character\Human\Male\HumanMaleFaceLower06_07.blp","Character\Human\Male\HumanMaleFaceUpper06_07.blp","",0
87,1,0,1,6,8,"Character\Human\Male\HumanMaleFaceLower06_08.blp","Character\Human\Male\HumanMaleFaceUpper06_08.blp","",0
88,1,0,1,6,9,"Character\Human\Male\HumanMaleFaceLower06_09.blp","Character\Human\Male\HumanMaleFaceUpper06_09.blp","",0
89,1,0,1,7,0,"Character\Human\Male\HumanMaleFaceLower07_00.blp","Character\Human\Male\HumanMaleFaceUpper07_00.blp","",0
90,1,0,1,7,1,"Character\Human\Male\HumanMaleFaceLower07_01.blp","Character\Human\Male\HumanMaleFaceUpper07_01.blp","",0
91,1,0,1,7,2,"Character\Human\Male\HumanMaleFaceLower07_02.blp","Character\Human\Male\HumanMaleFaceUpper07_02.blp","",0
92,1,0,1,7,3,"Character\Human\Male\HumanMaleFaceLower07_03.blp","Character\Human\Male\HumanMaleFaceUpper07_03.blp","",0
93,1,0,1,7,4,"Character\Human\Male\HumanMaleFaceLower07_04.blp","Character\Human\Male\HumanMaleFaceUpper07_04.blp","",0
94,1,0,1,7,5,"Character\Human\Male\HumanMaleFaceLower07_05.blp","Character\Human\Male\HumanMaleFaceUpper07_05.blp","",0
95,1,0,1,7,6,"Character\Human\Male\HumanMaleFaceLower07_06.blp","Character\Human\Male\HumanMaleFaceUpper07_06.blp","",0
96,1,0,1,7,7,"Character\Human\Male\HumanMaleFaceLower07_07.blp","Character\Human\Male\HumanMaleFaceUpper07_07.blp","",0
97,1,0,1,7,8,"Character\Human\Male\HumanMaleFaceLower07_08.blp","Character\Human\Male\HumanMaleFaceUpper07_08.blp","",0
98,1,0,1,7,9,"Character\Human\Male\HumanMaleFaceLower07_09.blp","Character\Human\Male\HumanMaleFaceUpper07_09.blp","",0
99,1,0,1,8,0,"Character\Human\Male\HumanMaleFaceLower08_00.blp","Character\Human\Male\HumanMaleFaceUpper08_00.blp","",0
100,1,0,1,8,1,"Character\Human\Male\HumanMaleFaceLower08_01.blp","Character\Human\Male\HumanMaleFaceUpper08_01.blp","",0
101,1,0,1,8,2,"Character\Human\Male\HumanMaleFaceLower08_02.blp","Character\Human\Male\HumanMaleFaceUpper08_02.blp","",0
102,1,0,1,8,3,"Character\Human\Male\HumanMaleFaceLower08_03.blp","Character\Human\Male\HumanMaleFaceUpper08_03.blp","",0
103,1,0,1,8,4,"Character\Human\Male\HumanMaleFaceLower08_04.blp","Character\Human\Male\HumanMaleFaceUpper08_04.blp","",0
104,1,0,1,8,5,"Character\Human\Male\HumanMaleFaceLower08_05.blp","Character\Human\Male\HumanMaleFaceUpper08_05.blp","",0
105,1,0,1,8,6,"Character\Human\Male\HumanMaleFaceLower08_06.blp","Character\Human\Male\HumanMaleFaceUpper08_06.blp","",0
106,1,0,1,8,7,"Character\Human\Male\HumanMaleFaceLower08_07.blp","Character\Human\Male\HumanMaleFaceUpper08_07.blp","",0
107,1,0,1,8,8,"Character\Human\Male\HumanMaleFaceLower08_08.blp","Character\Human\Male\HumanMaleFaceUpper08_08.blp","",0
108,1,0,1,8,9,"Character\Human\Male\HumanMaleFaceLower08_09.blp","Character\Human\Male\HumanMaleFaceUpper08_09.blp","",0
109,1,0,1,9,0,"Character\Human\Male\HumanMaleFaceLower09_00.blp","Character\Human\Male\HumanMaleFaceUpper09_00.blp","",0
110,1,0,1,9,1,"Character\Human\Male\HumanMaleFaceLower09_01.blp","Character\Human\Male\HumanMaleFaceUpper09_01.blp","",0
111,1,0,1,9,2,"Character\Human\Male\HumanMaleFaceLower09_02.blp","Character\Human\Male\HumanMaleFaceUpper09_02.blp","",0
112,1,0,1,9,3,"Character\Human\Male\HumanMaleFaceLower09_03.blp","Character\Human\Male\HumanMaleFaceUpper09_03.blp","",0
113,1,0,1,9,4,"Character\Human\Male\HumanMaleFaceLower09_04.blp","Character\Human\Male\HumanMaleFaceUpper09_04.blp","",0
114,1,0,1,9,5,"Character\Human\Male\HumanMaleFaceLower09_05.blp","Character\Human\Male\HumanMaleFaceUpper09_05.blp","",0
115,1,0,1,9,6,"Character\Human\Male\HumanMaleFaceLower09_06.blp","Character\Human\Male\HumanMaleFaceUpper09_06.blp","",0
116,1,0,1,9,7,"Character\Human\Male\HumanMaleFaceLower09_07.blp","Character\Human\Male\HumanMaleFaceUpper09_07.blp","",0
117,1,0,1,9,8,"Character\Human\Male\HumanMaleFaceLower09_08.blp","Character\Human\Male\HumanMaleFaceUpper09_08.blp","",0
118,1,0,1,9,9,"Character\Human\Male\HumanMaleFaceLower09_09.blp","Character\Human\Male\HumanMaleFaceUpper09_09.blp","",0
119,1,0,1,10,0,"Character\Human\Male\HumanMaleFaceLower10_00.blp","Character\Human\Male\HumanMaleFaceUpper10_00.blp","",0
120,1,0,1,10,1,"Character\Human\Male\HumanMaleFaceLower10_01.blp","Character\Human\Male\HumanMaleFaceUpper10_01.blp","",0
121,1,0,1,10,2,"Character\Human\Male\HumanMaleFaceLower10_02.blp","Character\Human\Male\HumanMaleFaceUpper10_02.blp","",0
122,1,0,1,10,3,"Character\Human\Male\HumanMaleFaceLower10_03.blp","Character\Human\Male\HumanMaleFaceUpper10_03.blp","",0
123,1,0,1,10,4,"Character\Human\Male\HumanMaleFaceLower10_04.blp","Character\Human\Male\HumanMaleFaceUpper10_04.blp","",0
124,1,0,1,10,5,"Character\Human\Male\HumanMaleFaceLower10_05.blp","Character\Human\Male\HumanMaleFaceUpper10_05.blp","",0
125,1,0,1,10,6,"Character\Human\Male\HumanMaleFaceLower10_06.blp","Character\Human\Male\HumanMaleFaceUpper10_06.blp","",0
126,1,0,1,10,7,"Character\Human\Male\HumanMaleFaceLower10_07.blp","Character\Human\Male\HumanMaleFaceUpper10_07.blp","",0
127,1,0,1,10,8,"Character\Human\Male\HumanMaleFaceLower10_08.blp","Character\Human\Male\HumanMaleFaceUpper10_08.blp","",0
128,1,0,1,10,9,"Character\Human\Male\HumanMaleFaceLower10_09.blp","Character\Human\Male\HumanMaleFaceUpper10_09.blp","",0
129,1,0,1,11,0,"Character\Human\Male\HumanMaleFaceLower11_00.blp","Character\Human\Male\HumanMaleFaceUpper11_00.blp","",0
130,1,0,1,11,1,"Character\Human\Male\HumanMaleFaceLower11_01.blp","Character\Human\Male\HumanMaleFaceUpper11_01.blp","",0
131,1,0,1,11,2,"Character\Human\Male\HumanMaleFaceLower11_02.blp","Character\Human\Male\HumanMaleFaceUpper11_02.blp","",0
132,1,0,1,11,3,"Character\Human\Male\HumanMaleFaceLower11_03.blp","Character\Human\Male\HumanMaleFaceUpper11_03.blp","",0
133,1,0,1,11,4,"Character\Human\Male\HumanMaleFaceLower11_04.blp","Character\Human\Male\HumanMaleFaceUpper11_04.blp","",0
134,1,0,1,11,5,"Character\Human\Male\HumanMaleFaceLower11_05.blp","Character\Human\Male\HumanMaleFaceUpper11_05.blp","",0
135,1,0,1,11,6,"Character\Human\Male\HumanMaleFaceLower11_06.blp","Character\Human\Male\HumanMaleFaceUpper11_06.blp","",0
136,1,0,1,11,7,"Character\Human\Male\HumanMaleFaceLower11_07.blp","Character\Human\Male\HumanMaleFaceUpper11_07.blp","",0
137,1,0,1,11,8,"Character\Human\Male\HumanMaleFaceLower11_08.blp","Character\Human\Male\HumanMaleFaceUpper11_08.blp","",0
138,1,0,1,11,9,"Character\Human\Male\HumanMaleFaceLower11_09.blp","Character\Human\Male\HumanMaleFaceUpper11_09.blp","",0
139,1,0,2,0,0,"Character\Human\FacialLowerHair00_00.blp","Character\Human\FacialUpperHair00_00.blp","",0
140,1,0,2,0,1,"Character\Human\FacialLowerHair00_01.blp","Character\Human\FacialUpperHair00_01.blp","",0
141,1,0,2,0,2,"Character\Human\FacialLowerHair00_02.blp","Character\Human\FacialUpperHair00_02.blp","",0
142,1,0,2,0,3,"Character\Human\FacialLowerHair00_03.blp","Character\Human\FacialUpperHair00_03.blp","",0
143,1,0,2,0,4,"Character\Human\FacialLowerHair00_04.blp","Character\Human\FacialUpperHair00_04.blp","",0
144,1,0,2,0,5,"Character\Human\FacialLowerHair00_05.blp","Character\Human\FacialUpperHair00_05.blp","",0
145,1,0,2,0,6,"Character\Human\FacialLowerHair00_06.blp","Character\Human\FacialUpperHair00_06.blp","",0
146,1,0,2,0,7,"Character\Human\FacialLowerHair00_07.blp","Character\Human\FacialUpperHair00_07.blp","",0
147,1,0,2,0,8,"Character\Human\FacialLowerHair00_08.blp","Character\Human\FacialUpperHair00_08.blp","",0
148,1,0,2,0,9,"Character\Human\FacialLowerHair00_09.blp","Character\Human\FacialUpperHair00_09.blp","",0
149,1,0,2,1,0,"Character\Human\FacialLowerHair01_00.blp","","",0
150,1,0,2,1,1,"Character\Human\FacialLowerHair01_01.blp","","",0
151,1,0,2,1,2,"Character\Human\FacialLowerHair01_02.blp","","",0
152,1,0,2,1,3,"Character\Human\FacialLowerHair01_03.blp","","",0
153,1,0,2,1,4,"Character\Human\FacialLowerHair01_04.blp","","",0
154,1,0,2,1,5,"Character\Human\FacialLowerHair01_05.blp","","",0
155,1,0,2,1,6,"Character\Human\FacialLowerHair01_06.blp","","",0
156,1,0,2,1,7,"Character\Human\FacialLowerHair01_07.blp","","",0
157,1,0,2,1,8,"Character\Human\FacialLowerHair01_08.blp","","",0
158,1,0,2,1,9,"Character\Human\FacialLowerHair01_09.blp","","",0
159,1,0,2,2,0,"Character\Human\FacialLowerHair02_00.blp","","",0
160,1,0,2,2,1,"Character\Human\FacialLowerHair02_01.blp","","",0
161,1,0,2,2,2,"Character\Human\FacialLowerHair02_02.blp","","",0
162,1,0,2,2,3,"Character\Human\FacialLowerHair02_03.blp","","",0
163,1,0,2,2,4,"Character\Human\FacialLowerHair02_04.blp","","",0
164,1,0,2,2,5,"Character\Human\FacialLowerHair02_05.blp","","",0
165,1,0,2,2,6,"Character\Human\FacialLowerHair02_06.blp","","",0
166,1,0,2,2,7,"Character\Human\FacialLowerHair02_07.blp","","",0
167,1,0,2,2,8,"Character\Human\FacialLowerHair02_08.blp","","",0
168,1,0,2,2,9,"Character\Human\FacialLowerHair02_09.blp","","",0
169,1,0,2,3,0,"Character\Human\FacialLowerHair03_00.blp","Character\Human\FacialUpperHair03_00.blp","",0
170,1,0,2,3,1,"Character\Human\FacialLowerHair03_01.blp","Character\Human\FacialUpperHair03_01.blp","",0
171,1,0,2,3,2,"Character\Human\FacialLowerHair03_02.blp","Character\Human\FacialUpperHair03_02.blp","",0
172,1,0,2,3,3,"Character\Human\FacialLowerHair03_03.blp","Character\Human\FacialUpperHair03_03.blp","",0
173,1,0,2,3,4,"Character\Human\FacialLowerHair03_04.blp","Character\Human\FacialUpperHair03_04.blp","",0
174,1,0,2,3,5,"Character\Human\FacialLowerHair03_05.blp","Character\Human\FacialUpperHair03_05.blp","",0
175,1,0,2,3,6,"Character\Human\FacialLowerHair03_06.blp","Character\Human\FacialUpperHair03_06.blp","",0
176,1,0,2,3,7,"Character\Human\FacialLowerHair03_07.blp","Character\Human\FacialUpperHair03_07.blp","",0
177,1,0,2,3,8,"Character\Human\FacialLowerHair03_08.blp","Character\Human\FacialUpperHair03_08.blp","",0
178,1,0,2,3,9,"Character\Human\FacialLowerHair03_09.blp","Character\Human\FacialUpperHair03_09.blp","",0
179,1,0,2,4,0,"Character\Human\FacialLowerHair04_00.blp","Character\Human\FacialUpperHair04_00.blp","",0
180,1,0,2,4,1,"Character\Human\FacialLowerHair04_01.blp","Character\Human\FacialUpperHair04_01.blp","",0
181,1,0,2,4,2,"Character\Human\FacialLowerHair04_02.blp","Character\Human\FacialUpperHair04_02.blp","",0
182,1,0,2,4,3,"Character\Human\FacialLowerHair04_03.blp","Character\Human\FacialUpperHair04_03.blp","",0
183,1,0,2,4,4,"Character\Human\FacialLowerHair04_04.blp","Character\Human\FacialUpperHair04_04.blp","",0
184,1,0,2,4,5,"Character\Human\FacialLowerHair04_05.blp","Character\Human\FacialUpperHair04_05.blp","",0
185,1,0,2,4,6,"Character\Human\FacialLowerHair04_06.blp","Character\Human\FacialUpperHair04_06.blp","",0
186,1,0,2,4,7,"Character\Human\FacialLowerHair04_07.blp","Character\Human\FacialUpperHair04_07.blp","",0
187,1,0,2,4,8,"Character\Human\FacialLowerHair04_08.blp","Character\Human\FacialUpperHair04_08.blp","",0
188,1,0,2,4,9,"Character\Human\FacialLowerHair04_09.blp","Character\Human\FacialUpperHair04_09.blp","",0
189,1,0,2,5,0,"Character\Human\FacialLowerHair05_00.blp","Character\Human\FacialUpperHair05_00.blp","",0
190,1,0,2,5,1,"Character\Human\FacialLowerHair05_01.blp","Character\Human\FacialUpperHair05_01.blp","",0
191,1,0,2,5,2,"Character\Human\FacialLowerHair05_02.blp","Character\Human\FacialUpperHair05_02.blp","",0
192,1,0,2,5,3,"Character\Human\FacialLowerHair05_03.blp","Character\Human\FacialUpperHair05_03.blp","",0
193,1,0,2,5,4,"Character\Human\FacialLowerHair05_04.blp","Character\Human\FacialUpperHair05_04.blp","",0
194,1,0,2,5,5,"Character\Human\FacialLowerHair05_05.blp","Character\Human\FacialUpperHair05_05.blp","",0
195,1,0,2,5,6,"Character\Human\FacialLowerHair05_06.blp","Character\Human\FacialUpperHair05_06.blp","",0
196,1,0,2,5,7,"Character\Human\FacialLowerHair05_07.blp","Character\Human\FacialUpperHair05_07.blp","",0
197,1,0,2,5,8,"Character\Human\FacialLowerHair05_08.blp","Character\Human\FacialUpperHair05_08.blp","",0
198,1,0,2,5,9,"Character\Human\FacialLowerHair05_09.blp","Character\Human\FacialUpperHair05_09.blp","",0
199,1,0,2,6,0,"Character\Human\FacialLowerHair06_00.blp","","",0
200,1,0,2,6,1,"Character\Human\FacialLowerHair06_01.blp","","",0
201,1,0,2,6,2,"Character\Human\FacialLowerHair06_02.blp","","",0
202,1,0,2,6,3,"Character\Human\FacialLowerHair06_03.blp","","",0
203,1,0,2,6,4,"Character\Human\FacialLowerHair06_04.blp","","",0
204,1,0,2,6,5,"Character\Human\FacialLowerHair06_05.blp","","",0
205,1,0,2,6,6,"Character\Human\FacialLowerHair06_06.blp","","",0
206,1,0,2,6,7,"Character\Human\FacialLowerHair06_07.blp","","",0
207,1,0,2,6,8,"Character\Human\FacialLowerHair06_08.blp","","",0
208,1,0,2,6,9,"Character\Human\FacialLowerHair06_09.blp","","",0
209,1,0,2,7,0,"Character\Human\FacialLowerHair07_00.blp","","",0
210,1,0,2,7,1,"Character\Human\FacialLowerHair07_01.blp","","",0
211,1,0,2,7,2,"Character\Human\FacialLowerHair07_02.blp","","",0
212,1,0,2,7,3,"Character\Human\FacialLowerHair07_03.blp","","",0
213,1,0,2,7,4,"Character\Human\FacialLowerHair07_04.blp","","",0
214,1,0,2,7,5,"Character\Human\FacialLowerHair07_05.blp","","",0
215,1,0,2,7,6,"Character\Human\FacialLowerHair07_06.blp","","",0
216,1,0,2,7,7,"Character\Human\FacialLowerHair07_07.blp","","",0
217,1,0,2,7,8,"Character\Human\FacialLowerHair07_08.blp","","",0
218,1,0,2,7,9,"Character\Human\FacialLowerHair07_09.blp","","",0
219,1,0,2,8,0,"Character\Human\FacialLowerHair08_00.blp","","",0
220,1,0,2,8,1,"Character\Human\FacialLowerHair08_01.blp","","",0
221,1,0,2,8,2,"Character\Human\FacialLowerHair08_02.blp","","",0
222,1,0,2,8,3,"Character\Human\FacialLowerHair08_03.blp","","",0
223,1,0,2,8,4,"Character\Human\FacialLowerHair08_04.blp","","",0
224,1,0,2,8,5,"Character\Human\FacialLowerHair08_05.blp","","",0
225,1,0,2,8,6,"Character\Human\FacialLowerHair08_06.blp","","",0
226,1,0,2,8,7,"Character\Human\FacialLowerHair08_07.blp","","",0
227,1,0,2,8,8,"Character\Human\FacialLowerHair08_08.blp","","",0
228,1,0,2,8,9,"Character\Human\FacialLowerHair08_09.blp","","",0
229,1,0,3,0,0,"","","",0
230,1,0,3,0,1,"","","",0
231,1,0,3,0,2,"","","",0
232,1,0,3,0,3,"","","",0
233,1,0,3,0,4,"","","",0
234,1,0,3,0,5,"","","",0
235,1,0,3,0,6,"","","",0
236,1,0,3,0,7,"","","",0
237,1,0,3,0,8,"","","",0
238,1,0,3,0,9,"","","",0
239,1,0,3,1,0,"Character\Human\Hair03_00.blp","Character\Human\ScalpLowerHair02_00.blp","Character\Human\ScalpUpperHair02_00.blp",0
240,1,0,3,1,1,"Character\Human\Hair03_01.blp","Character\Human\ScalpLowerHair02_01.blp","Character\Human\ScalpUpperHair02_01.blp",0
241,1,0,3,1,2,"Character\Human\Hair03_02.blp","Character\Human\ScalpLowerHair02_02.blp","Character\Human\ScalpUpperHair02_02.blp",0
